Purchase Date,ProductID,CustomerCode,Order ID,Units Sold,Revenue,Cost of Goods Sold
25/12/2020,10,JWatson,1-273-68635-7,909,2008,3757
1/04/2020,7,KGraves,1-4372-2850-X,543,9359,5850
20/12/2020,8,EStewart,1-00-237077-9,870,7264,6829
12/01/2022,2,AWilliams,1-63436-533-X,913,8270,2324
4/03/2021,4,BFrench,1-55239-957-5,389,7132,676
30/08/2020,5,KBowen,1-02-015958-8,537,8327,5198
9/09/2021,4,CRobinson,0-473-90579-5,861,5991,4323
26/01/2022,2,AWebster,1-05-264445-7,227,2807,1336
15/11/2021,4,DEverett,0-7470-8554-4,875,7121,7265
21/05/2020,2,BThompson,0-88897-235-0,528,2630,5658
7/01/2022,10,AMorton,0-429-16113-1,133,2536,1808
27/02/2020,6,PHarper,1-945960-61-2,370,7732,2088
6/11/2022,8,CMarquez,1-06-786642-6,761,3132,6110
12/04/2021,5,MFitzgeraldDVM,1-03-449419-8,577,1814,4118
25/06/2023,5,ESosa,1-155-78840-0,980,7340,6667
11/08/2020,1,AMitchell,1-82889-641-1,476,8716,1741
9/06/2021,2,RHicks,0-512-85882-9,134,8502,7425
14/02/2023,7,KWood,0-569-18259-X,141,7939,7619
24/09/2020,8,CJackson,0-9841129-2-8,197,6028,4724
8/06/2021,10,WRodriguez,1-79676-611-9,727,5461,6870
21/01/2022,9,ALopez,1-918405-78-6,897,4488,6375
27/05/2022,4,TThompson,1-03-611159-8,299,8086,567
4/07/2020,1,JMorgan,1-359-73474-0,923,4316,1651
7/08/2020,3,DMcconnell,0-398-07281-7,524,8536,3455
9/08/2021,8,MHebert,1-07-532361-4,326,2011,5659
13/08/2022,2,ADuncan,0-928728-93-5,474,7418,656
25/06/2023,2,JMckee,1-970676-57-4,820,3114,4039
30/11/2020,3,DCharlesOrrMD,1-70818-815-0,319,1686,7981
21/08/2022,7,JCameron,0-376-67991-3,162,9012,7188
17/01/2020,6,EJones,0-359-77855-0,401,4592,4723
2/07/2021,4,ACarlson,0-232-63563-3,544,3686,7706
18/03/2023,5,LAnderson,1-07-103711-0,252,5454,1277
6/08/2022,9,TCrosby,0-302-73433-3,977,9517,4041
4/06/2022,5,ESmith,1-67592-837-1,444,5116,6745
26/09/2022,4,MSmith,1-163-08526-X,417,7158,7947
26/10/2021,5,AMiller,1-06-544355-2,337,5270,5456
11/02/2023,3,RWolfe,0-7172-9275-4,101,7225,889
2/06/2021,3,BHernandez,0-18-624450-9,532,8229,2531
2/06/2023,8,SRice,0-669-35482-1,788,4576,676
9/08/2020,4,TVincent,0-380-41044-3,674,6596,6604
2/04/2021,8,JCabreraPhD,0-7148-9044-8,578,5080,561
17/03/2023,9,BCarroll,1-5451-0449-2,240,6559,5489
6/04/2022,5,JBrown,0-88923-597-X,852,7372,7885
18/02/2020,3,CSanchez,0-01-115848-4,764,9390,4673
22/06/2023,2,KLeach,1-68810-585-9,970,4832,7764
18/11/2022,2,KWall,1-85593-724-7,745,7100,4025
18/10/2021,10,MDuncan,0-619-25300-2,340,9057,6750
20/03/2020,2,MVaughn,1-07-070016-9,352,7223,896
13/05/2021,1,CValentine,0-427-68279-7,749,2593,1990
23/10/2022,2,CHamilton,1-4528-6559-0,258,4492,1415
4/12/2020,8,CParker,1-5273-2838-4,906,4010,750
27/03/2020,5,RBryant,0-7955-8085-1,317,8742,1269
5/12/2020,4,MCook,1-07-111148-5,777,1488,2987
1/01/2023,10,MGomez,1-5278-6003-5,184,9523,4544
4/06/2021,10,DMeza,0-670-39262-6,812,4697,5148
30/12/2020,1,RVega,1-70267-542-4,852,1168,638
29/12/2021,3,DMolina,1-4398-8953-8,838,2176,4049
14/05/2020,2,CRamirez,1-03-540657-8,270,9003,2702
28/04/2020,3,LCantrell,0-946138-21-4,985,9154,2825
17/08/2021,6,JLynch,0-930605-02-0,384,8294,921
14/04/2022,4,SMcneil,1-61750-575-7,647,5277,4018
30/04/2023,8,KWalsh,0-662-97920-6,334,4802,4404
28/02/2020,2,KFigueroa,0-15-612911-6,718,5310,6861
3/09/2021,3,MHoward,0-7654-8367-X,928,5413,6088
20/10/2021,1,MHubbard,1-7332249-4-7,692,7430,3394
9/11/2020,2,PHarrell,0-7194-2793-2,911,9539,7987
23/09/2022,9,CHubbard,0-87955-189-5,433,2756,2833
10/07/2023,5,CCollins,0-229-27141-3,773,8674,7417
10/07/2023,4,BMiller,1-58339-468-0,320,6053,5721
5/09/2021,10,DHumphrey,1-01-197135-6,376,4542,1558
14/05/2023,2,KPugh,1-80922-974-X,348,5531,4487
1/10/2021,1,RMiranda,0-449-08860-X,149,5582,2337
27/07/2022,4,SHamilton,1-86561-984-1,155,9318,5533
8/05/2022,8,CAli,0-85949-862-X,342,7833,2038
22/03/2020,9,CMorgan,0-504-47306-9,962,4078,5269
25/03/2020,1,SCooke,1-07-224758-5,523,1145,5249
14/07/2022,3,JEvans,0-941723-32-1,506,9470,1094
1/10/2020,2,CKnight,1-4211-7153-8,443,9928,6802
20/03/2022,7,SSmith,0-655-61858-9,714,2986,5606
3/07/2020,9,JSnyder,1-82356-425-9,608,8630,1810
14/06/2022,6,KLarson,1-71576-102-2,884,9968,6778
29/07/2023,8,ALynch,1-9850-0747-9,192,8687,7850
21/07/2021,9,KJones,0-05-699535-0,524,9272,4423
13/05/2021,7,JWilson,0-85607-441-1,485,4802,2028
5/05/2021,10,WMendoza,1-00-558766-3,638,5276,3079
21/03/2021,6,BJohnson,0-7407-5763-6,530,4815,4482
16/03/2020,8,AGonzalez,1-106-10815-9,511,4846,6655
28/02/2021,3,SHiggins,1-09-509830-6,187,1737,5685
22/01/2021,10,NOconnor,1-9866-1354-2,762,7087,3346
14/04/2023,9,AJarvis,1-5203-0961-9,306,9879,4702
20/03/2023,7,KVincent,0-373-50039-4,748,2167,2043
23/09/2020,3,JAvery,1-182-60338-6,701,3500,3892
17/11/2022,6,JMayer,1-391-35288-2,753,5967,1748
3/04/2020,9,MPatrickBarnes,0-7594-7850-3,235,2694,5668
17/11/2022,6,SNolan,1-4158-6102-1,456,4335,2830
22/05/2023,9,KMartin,0-7416-2562-8,807,2936,1940
2/06/2021,1,ABooth,0-559-04244-2,109,4938,1611
14/05/2022,10,JJenkins,1-72856-163-9,351,8690,5271
8/04/2022,9,JHerring,1-80255-315-0,996,6207,5502
2/02/2021,9,LRoberts,1-9840-6052-X,297,7530,748
19/07/2023,7,SMiller,0-297-44373-9,839,2112,6611
26/06/2023,7,SGarcia,1-275-30081-2,875,6448,5800
3/02/2021,10,LLewis,0-450-42188-0,328,4924,2990
9/01/2023,3,JGriffin,1-114-21123-0,953,1409,4984
19/03/2022,6,JAlexander,0-252-83856-4,912,1809,5680
30/12/2021,10,MOconnor,1-5243-7062-2,1000,4420,5975
13/07/2023,10,CKing,1-335-43743-6,127,1316,6239
1/10/2022,1,SEllis,0-06-652617-5,528,1012,2816
6/08/2020,9,ARichardson,0-16-750640-4,199,5013,6638
6/12/2020,8,MBonnieZuniga,1-04-342511-X,180,5827,4801
31/08/2021,8,TPeterson,1-395-50718-X,114,3998,7660
8/01/2020,7,PParker,0-86886-276-2,265,1340,3617
23/08/2021,3,AWang,1-934234-96-6,749,6201,4079
7/09/2022,3,MGibson,0-7480-1687-2,762,8964,2691
5/06/2020,8,JCooper,0-366-29379-6,582,4182,805
26/04/2022,6,ABerry,0-13-113245-8,852,8138,7726
15/02/2022,6,RRamirez,0-311-65120-8,841,1873,7617
4/03/2021,9,RAllen,0-448-11051-2,180,8074,7996
16/09/2022,6,LRivera,1-57668-076-2,906,5944,1214
9/12/2022,10,SJimenez,1-209-58567-7,376,3003,4544
4/11/2021,1,KMeza,0-7689-6720-1,113,9124,1305
15/11/2021,10,LSchmidtPhD,0-573-93440-1,565,4820,4578
26/06/2023,10,CMcdonald,0-209-21146-6,608,6761,3966
9/12/2021,3,ABrown,1-4922-5737-0,987,4624,4769
31/08/2022,6,DMccarty,1-944869-22-0,227,1348,1491
6/02/2023,5,CSmith,0-04-092672-9,769,7334,863
5/09/2020,8,ABurnett,1-86727-528-7,369,2103,1505
17/08/2020,6,JWise,0-650-82016-9,263,6418,2274
14/04/2021,3,DGarcia,0-449-96234-2,558,5044,1492
30/09/2021,3,DJenniferRobertson,1-4695-1676-4,279,7597,6331
21/05/2023,3,MPowell,0-08-198631-9,870,5687,3965
26/04/2021,1,NRamirez,1-398-55452-9,290,8814,7861
30/05/2021,5,JDavis,1-5047-0284-0,362,6275,1736
1/06/2021,6,MMitchell,0-01-220276-2,574,8351,4426
5/04/2020,8,ADavis,1-962003-44-2,674,5109,1858
26/03/2022,6,JHolt,1-84282-279-9,884,7598,879
15/12/2020,1,TLyons,0-514-41505-3,124,8229,1901
20/05/2022,6,CCrawford,0-7023-3508-8,854,6929,1287
14/07/2020,5,MGonzalez,1-939196-21-3,110,2484,7425
26/08/2020,1,JGriffin,0-16-834143-3,880,9227,2329
22/06/2022,8,EMaxwell,1-04-428858-2,613,9486,7706
8/07/2023,3,JHaynes,1-57256-254-4,851,7670,5402
25/08/2022,3,SThompson,0-87395-261-8,129,7120,3116
21/07/2022,8,AShelton,1-61805-306-X,104,4268,6149
20/05/2020,5,WLee,1-275-74465-6,919,2755,4951
11/02/2020,6,JRusso,1-949814-21-1,323,7751,1001
9/05/2023,7,CBeck,0-12-565870-2,456,4260,5076
26/04/2020,5,DMcclain,1-133-99271-4,937,4787,3357
19/09/2021,8,KMercado,1-7342436-8-6,637,7656,5179
26/06/2022,5,CYoung,1-5187-2182-6,781,1292,1912
10/11/2022,1,AVelasquez,0-468-55605-2,980,9950,1138
7/07/2023,7,TMurphy,1-00-357046-1,327,8207,7471
13/10/2020,6,RRamirez,0-336-61060-2,667,9031,4799
6/05/2022,3,LWilliams,0-326-62919-X,468,5731,3546
1/03/2023,1,GJensen,1-5272-9637-7,389,5762,4800
1/08/2020,9,EWilliams,0-430-37819-X,563,2330,3839
9/09/2021,5,AKingJr.,0-00-031540-0,266,9370,2881
20/02/2021,4,JGarcia,1-57938-095-6,208,5917,3877
19/07/2020,7,JHill,1-9761-1181-1,467,8801,805
7/05/2020,10,KRamirez,0-9587790-1-5,237,2657,3060
27/10/2022,9,ABrown,0-483-17597-8,930,3276,7460
20/05/2021,4,AZimmerman,0-13-886227-3,552,2714,2919
6/04/2020,6,LAnderson,0-272-09453-6,986,5641,5608
14/04/2020,5,MJohnson,1-164-85062-8,665,2663,1310
17/05/2021,2,SHolland,0-05-784415-1,489,5960,6017
10/08/2021,7,DPeck,0-949101-15-X,292,8786,5809
29/04/2022,4,TMartinez,1-140-42896-9,138,3062,7604
28/11/2021,6,SSmith,0-09-058479-1,883,5091,4740
2/02/2023,10,AGarcia,0-00-716163-8,322,5805,2469
11/03/2023,8,JEdwards,1-9831-0703-4,974,5835,5165
22/12/2020,6,RSimpson,0-685-00549-6,405,3713,7368
16/12/2021,4,CHoffman,0-8190-3886-5,841,1607,4776
9/07/2020,1,EMoody,1-7359677-1-8,515,7889,5185
12/06/2020,5,RBeasley,1-388-65844-5,839,9473,6432
22/12/2021,9,KMcgee,1-943613-67-2,541,9418,3823
7/11/2020,8,JThomas,1-345-49335-5,598,1523,3897
20/03/2023,5,JOlson,0-234-06925-2,978,5016,639
21/02/2021,3,VBrown,0-626-08149-1,692,2305,5980
11/08/2020,4,CHenry,1-02-702352-5,714,8584,2470
7/12/2021,5,NEvans,0-305-88865-X,186,5437,6765
20/11/2021,7,CDennis,0-348-34027-3,391,3230,2298
23/11/2022,8,PCole,1-4289-0088-8,772,3733,6368
25/10/2021,9,AStevens,1-08-128753-5,217,9279,3447
14/05/2022,3,JBeck,0-356-83935-4,141,6392,5503
31/03/2021,7,JFrye,0-270-43659-6,793,7341,7227
15/12/2020,6,KCampbell,0-11-743708-5,957,2622,4830
2/01/2021,3,DNguyen,0-9673769-4-7,366,1936,2183
12/03/2020,8,KJones,0-9912230-7-1,892,8989,1781
29/06/2023,5,JWilliams,1-931184-21-6,619,8363,3909
9/12/2022,5,RPatel,1-09-817460-7,216,3903,6772
13/04/2020,8,MJohnson,1-332-93780-2,637,3396,3272
16/04/2023,10,LGibson,0-7730-0070-4,798,9497,4326
13/01/2023,1,DTorres,1-302-19783-5,399,3980,3322
3/10/2022,2,LSanders,1-77272-478-5,794,5617,4917
9/02/2023,9,KChavez,1-331-29109-7,126,6583,6292
22/12/2020,1,RCummings,0-573-98888-9,816,7358,4726
17/04/2022,8,VJackson,0-324-02519-X,878,6026,7363
5/12/2022,3,RJoseph,0-371-86459-3,803,6212,7030
10/06/2023,5,MElizabethMataMD,0-19-461007-1,950,9939,3006
9/10/2021,10,KFlynn,1-66624-739-1,716,9176,4498
9/08/2021,4,EWilliams,1-01-209977-6,697,7054,3075
22/07/2022,5,JCochran,0-661-88066-4,144,7899,7104
18/05/2021,1,BStephens,1-05-876699-6,805,2825,7250
25/07/2022,6,RPattersonDVM,1-215-68610-2,629,6477,5077
2/12/2022,3,DMorrison,0-930857-80-1,414,2758,5298
8/11/2021,8,SWilliams,1-254-97452-0,321,6579,5373
21/08/2020,1,JKent,0-04-814341-3,117,3037,524
10/05/2020,9,JCunningham,0-397-50767-4,548,1246,666
21/11/2021,5,RWhite,1-9756-7232-1,675,7826,5153
7/07/2020,4,IDaugherty,1-5146-2474-5,169,7652,2913
22/02/2023,10,CSmith,1-4919-9608-0,348,6614,6961
30/06/2020,5,CBonilla,1-243-85916-4,101,1271,5034
13/05/2022,1,BMcpherson,0-494-19785-4,100,7938,683
6/02/2021,9,SHarris,1-62996-897-8,409,6401,1054
7/01/2020,4,AMcdaniel,1-124-55083-6,437,5805,2029
25/06/2022,5,NGonzales,0-7436-2017-8,519,4759,4048
18/04/2021,9,RSmith,0-474-93608-2,249,5928,3086
22/02/2020,2,CCamacho,0-339-01832-1,125,7667,3416
22/04/2021,9,MGreer,0-405-17743-7,915,1190,1404
4/11/2021,10,KMorris,0-07-748771-0,543,2955,1017
30/06/2020,6,JSimpson,1-5326-3447-1,210,6762,4049
12/05/2020,10,AMercado,1-337-06550-1,428,1759,3528
11/06/2023,2,JMcdaniel,1-912335-63-8,403,1687,3081
15/10/2021,7,KBrennan,1-71768-903-5,839,1309,3815
30/08/2022,10,MKramer,1-363-79158-3,744,2550,4257
19/10/2021,10,LMartinez,0-627-43742-7,203,5586,3401
14/02/2020,2,MCole,1-4985-9475-1,880,9006,3228
24/12/2022,7,RHudson,1-01-614852-6,720,2914,1493
8/04/2022,8,NWright,0-368-96205-9,142,4921,2169
9/06/2020,3,DJones,1-5017-4272-8,981,3423,4702
4/04/2023,5,JButler,1-363-91001-9,735,6538,2387
14/11/2021,8,EWatson,0-13-195318-4,308,2148,2942
28/08/2022,1,SRamsey,1-293-45297-1,475,7846,5936
5/10/2022,1,JSmith,0-88448-709-1,468,6374,4380
23/10/2021,9,PWallace,1-328-89245-X,942,9931,2413
9/06/2021,1,RBrowning,1-962973-19-0,594,3615,7055
26/03/2021,8,KMurphy,1-4821-9165-2,176,6415,6480
26/10/2020,3,EStafford,1-59970-452-8,915,4449,1246
10/06/2023,4,KHarris,1-07-675605-0,564,9701,4190
15/11/2021,5,RJohnson,1-879894-90-4,576,6237,5842
8/11/2022,3,BWhite,1-279-81313-X,594,3305,6653
27/12/2021,7,PWright,1-4612-5146-X,450,1168,2514
13/08/2020,9,REscobar,0-584-43945-8,106,3240,2341
23/11/2020,7,KMartinez,1-101-87602-6,705,3241,4451
27/06/2020,3,NCordova,1-08-164498-2,725,8700,7137
29/10/2021,6,JMartinez,1-903523-73-7,990,3105,3342
7/10/2020,5,TButler,0-597-26742-1,322,8878,3992
17/08/2022,4,JKnox,1-59101-714-9,357,5495,4596
26/06/2023,2,RGross,1-243-94103-0,989,4078,7618
4/05/2022,5,JHart,1-364-55199-3,879,1506,5153
8/06/2023,6,MHarris,1-06-113582-9,469,7628,7184
19/02/2021,1,JGardner,0-88411-924-6,496,9326,3606
29/04/2021,10,TSteele,0-8489-3575-6,499,3771,4897
18/12/2020,5,MEllis,1-60583-101-8,212,1185,2947
10/04/2020,1,MClark,1-07-313920-4,753,2724,1465
17/11/2021,3,MBeckerMD,1-894688-98-8,356,1191,1862
7/01/2023,8,WCummings,0-7395-9485-0,963,7586,3592
2/04/2021,10,MSmith,0-88603-565-1,741,8374,1942
21/09/2022,9,ELuna,0-7440-9600-6,576,3699,705
5/11/2021,7,TJames,1-70265-234-3,154,1269,2395
4/10/2021,1,BMcintosh,0-663-26310-7,678,7425,3446
25/09/2020,1,DBall,0-491-06990-1,942,3409,2721
14/05/2021,1,JOrtiz,1-9861-4961-7,258,4868,5245
21/05/2021,2,SNelson,0-466-86615-1,240,1901,4334
30/06/2020,10,NLowe,0-251-27574-4,483,6472,7471
16/04/2022,3,JJohnson,0-13-488654-2,755,6870,4258
29/09/2021,9,ALove,0-11-927623-2,148,4409,1604
13/12/2020,6,ACampos,0-678-36719-1,521,7380,7898
4/05/2023,9,DWatkins,0-508-13182-0,417,9893,5088
11/08/2020,8,MPitts,1-63424-560-1,820,1448,5433
1/05/2023,2,PJones,0-8404-3442-1,714,7492,5563
9/10/2022,3,SParrish,0-540-72466-1,712,4173,6560
11/10/2021,3,AGill,0-86221-710-5,527,8091,4516
17/05/2021,7,JGray,0-461-28145-7,650,6842,4032
14/04/2021,7,EMiller,1-71893-435-1,854,4468,7915
20/04/2020,10,TBerry,0-934175-65-9,709,4284,6002
24/08/2020,3,CAustin,0-579-62989-9,302,7783,7986
10/01/2022,1,WDay,0-546-92476-X,310,7526,2785
23/07/2022,4,JEvans,1-963263-22-7,839,6090,3845
19/07/2021,1,HJohnson,0-7942-2549-7,107,9536,2314
24/05/2021,10,JWilliams,1-4194-3063-7,676,3287,1867
1/09/2021,6,CBrown,1-05-864130-1,727,3296,2173
28/11/2020,5,MJohnson,1-201-68417-X,941,6689,4858
1/08/2020,5,JWright,1-127-35510-4,291,7127,658
16/11/2022,10,AGuzman,0-262-33657-X,988,9022,926
15/10/2021,7,JBecker,0-8037-5244-X,242,2569,5736
24/01/2023,10,EWright,0-220-29305-8,649,2820,1516
12/09/2022,5,AKelly,1-4923-2069-2,582,8106,7542
7/06/2023,9,JMorgan,0-417-68171-2,579,9656,3832
3/08/2022,7,CSimpson,0-944145-18-3,939,5402,5685
31/08/2020,3,TRogers,1-898418-78-0,383,1577,1207
13/09/2021,7,ASparks,0-01-182670-3,898,9268,4431
12/05/2022,7,DRodriguez,0-478-79910-1,890,6137,6237
17/07/2020,1,MTran,0-03-659350-8,716,7786,3923
29/03/2020,3,KJones,0-02-252711-7,846,8356,5804
23/05/2020,6,JAlvarez,0-09-149267-X,448,6325,911
23/03/2020,6,MPham,1-5219-1631-4,233,4804,3050
28/01/2021,6,NOlsen,1-318-33045-9,731,3167,2221
10/03/2022,7,JGonzales,0-15-298266-3,305,7548,1872
10/05/2023,9,NMiller,0-686-38483-0,110,5994,2711
18/04/2022,10,LAguilar,1-120-04247-X,402,2832,7250
14/07/2021,3,KJohnston,1-83405-696-9,816,2678,1487
21/12/2022,5,DMontes,1-255-20609-8,147,6856,7784
24/08/2020,10,LBenson,1-77660-587-X,188,3444,1259
15/09/2020,6,JFord,1-74373-848-X,761,1139,7753
21/10/2020,2,ABond,1-67537-875-4,194,6260,6892
26/03/2023,9,MMurphy,0-17-262772-9,459,4091,3963
11/04/2020,1,JMurray,0-255-95901-X,824,3753,5195
12/07/2023,2,MMeyer,0-15-718184-7,493,7577,7916
1/03/2022,5,RBlankenship,0-07-064015-7,325,2535,2119
12/07/2020,7,CWall,1-5073-0871-X,234,3340,7535
14/05/2021,8,RLynch,1-08-286175-8,369,9495,1916
29/11/2021,8,DFischer,0-8125-8222-5,354,6308,978
19/12/2021,5,MCampbell,1-83780-052-9,963,3168,5278
7/11/2022,5,ASantos,1-355-28875-4,829,8142,3377
23/06/2021,8,BRodriguez,1-5388-5342-6,143,5369,3877
27/03/2020,4,ROsborne,1-4089-1308-9,188,9625,3336
14/08/2020,8,MObrien,0-542-44020-2,323,3060,2087
27/08/2021,10,DNelson,1-197-82724-2,347,7380,6494
23/08/2022,8,MNguyen,0-18-518843-5,790,1885,5227
23/05/2021,8,BWilliams,1-383-31491-8,204,4930,6114
6/03/2023,8,AAli,1-271-53721-4,450,1704,6135
25/03/2020,4,BPerez,1-894743-57-1,776,2080,3747
28/11/2021,3,XKane,1-883370-03-5,638,8118,5847
15/04/2023,6,EStanley,1-67089-670-6,234,4730,3749
28/03/2023,5,VRice,0-08-683558-0,817,6766,7520
20/04/2020,10,JAnderson,1-69423-784-2,930,3294,6465
25/10/2021,4,MPatterson,0-479-05489-4,613,3465,7362
2/01/2023,7,CSalinas,0-8498-9063-2,598,2716,6718
1/04/2021,1,KBarrett,1-66892-592-3,459,6068,1380
27/12/2020,4,AMills,1-334-89844-8,511,5236,5243
18/12/2022,8,AMiranda,0-03-234214-4,982,7157,1391
17/11/2021,2,SBarry,0-02-177890-6,629,9009,3105
5/05/2023,3,JRandolph,0-349-33894-9,200,1172,5057
16/01/2023,8,MWhitaker,0-206-48933-1,535,4669,5503
20/03/2023,9,BBrown,1-01-886898-4,663,3863,4951
12/02/2020,5,SBishop,0-04-795032-3,264,9830,5651
30/10/2021,8,AOsborne,0-17-023167-4,440,6057,4175
5/01/2021,7,SRich,0-7238-6674-0,613,2724,3678
22/04/2020,5,CHuynh,0-10-928959-5,897,8566,2379
18/06/2023,8,BCrane,1-70892-574-0,115,1361,3980
1/08/2021,9,TCannon,1-86065-101-1,404,7093,5233
2/12/2022,3,SFrank,1-275-52159-2,987,6289,4615
26/01/2020,1,CSanchez,0-7424-0805-1,819,9826,6747
27/09/2022,7,ECooley,1-180-61142-X,724,5581,3141
25/05/2021,7,GEllis,0-7413-7580-X,268,5526,3626
18/05/2023,3,BJensen,1-59051-691-5,559,9880,3187
27/02/2023,1,DRodriguez,1-882957-17-2,973,9016,3114
17/06/2020,10,KHarrison,1-77137-908-1,186,9762,5074
28/04/2022,1,ARuiz,1-66180-585-X,559,2581,6046
30/08/2022,1,AThomas,1-5250-0658-4,648,1069,6463
14/02/2021,2,DWood,0-8136-0702-7,397,6456,2355
5/05/2023,2,NYoung,0-85780-834-6,809,6956,2946
19/03/2020,4,NWilliams,0-943489-37-7,464,6958,7171
18/03/2020,4,MTurner,1-86547-494-0,812,4221,6771
21/01/2021,5,KHernandez,1-4404-0214-0,114,5062,6707
6/03/2020,10,BOrtega,1-84875-884-7,342,9213,1642
4/01/2022,6,JThomas,0-7629-2936-7,165,8874,6859
28/09/2020,1,SDixon,0-16-635613-1,861,6679,4436
6/05/2021,8,ALambert,0-13-078993-3,651,5010,7725
9/08/2020,9,TDominguez,0-9892776-7-4,191,6853,4487
26/08/2022,4,JSmith,0-7439-4382-1,244,1272,7632
6/05/2020,5,TWilliamsMD,1-5005-7650-6,167,9234,7842
5/03/2022,3,JBaker,1-03-462745-7,508,6943,7581
22/03/2023,2,JPadilla,0-8310-7045-5,615,3444,948
13/03/2021,6,PPowell,1-69266-442-5,306,2522,5638
30/12/2020,7,TFlores,0-469-06270-3,904,1526,1901
17/03/2020,3,MDrake,1-5253-9772-9,424,5809,7989
22/02/2022,9,PMartinez,0-9928327-2-1,427,5880,6157
18/01/2023,9,DGross,1-9828-9645-0,279,6306,628
11/06/2021,5,RMeadows,1-157-19543-1,928,9681,7082
2/08/2022,7,NAdams,1-130-57359-1,856,4540,561
31/12/2022,6,MCassandraJackson,0-338-47182-0,554,3700,5072
12/09/2022,8,RMills,1-4926-0935-8,103,4465,1263
23/06/2021,8,MJacobs,1-194-51697-1,627,8748,4474
23/11/2021,7,SRichard,1-4638-6584-8,698,4471,1051
28/03/2022,3,RMcbride,0-7687-4966-2,919,4125,1492
5/08/2020,3,MJensen,1-4194-8563-6,750,3835,2509
5/07/2021,2,ALloyd,0-393-71989-8,227,3685,5248
28/12/2021,2,JCarr,0-00-843703-3,472,6179,6215
27/06/2021,2,RTravis,1-81720-087-9,905,3261,1949
3/04/2021,10,CBall,1-07-993090-6,977,7355,6706
7/02/2023,4,JColeman,1-64260-538-7,270,9236,2893
1/11/2020,5,SSnyder,1-80192-966-1,835,3037,2823
18/04/2021,10,DBradleySpencePhD,1-56850-896-4,639,3181,3213
10/05/2020,3,PHill,0-530-29074-X,857,5569,564
12/10/2021,1,NCook,1-957459-77-8,625,8728,6316
17/02/2023,6,KDavid,1-81333-670-9,107,3856,2581
29/11/2022,7,DThompson,0-450-49630-9,412,3091,6543
7/01/2020,7,JMiles,0-9739444-3-9,823,2331,2605
3/08/2020,7,MDavis,1-229-13292-9,965,1748,6190
16/07/2020,6,DRichardson,0-05-759716-2,303,5716,5465
22/04/2021,1,TButler,0-584-73774-2,616,1046,1124
30/01/2023,8,GMclaughlin,0-497-00434-8,260,5515,777
16/11/2021,2,KRobinson,1-55331-518-9,197,8479,4642
27/04/2023,1,EMiller,0-416-06127-3,242,6228,2025
2/05/2022,7,LWebster,0-07-442108-5,944,9396,1526
5/07/2022,9,FRamos,0-7525-3343-6,259,5766,4272
2/12/2022,8,AStuart,0-264-18211-1,344,2737,1704
24/03/2023,1,RWeber,1-199-60924-2,197,5559,4055
22/01/2021,1,CRoman,0-214-23561-0,346,2007,5997
28/09/2021,8,LWilliams,1-322-87998-2,894,1414,1222
12/02/2022,4,RLong,0-506-99046-X,715,7266,7224
22/05/2023,7,JMoore,1-59449-508-4,923,6354,2945
29/01/2023,9,FBarnes,0-637-70962-4,937,2767,4059
10/09/2021,2,CWebb,1-881703-03-7,457,9519,4380
23/05/2023,7,CRamirez,0-457-75240-8,338,1260,5119
4/09/2020,8,RKing,1-186-01656-6,855,3371,5346
31/03/2023,7,MAllison,1-63109-034-8,575,8739,6801
10/01/2021,2,EFox,1-956213-80-5,957,9290,1866
31/03/2021,2,SMccormick,0-9669088-2-1,702,8576,4572
16/10/2021,7,CHughes,0-12-378948-6,186,9246,1903
9/08/2020,2,TSmith,1-883633-87-7,755,8199,3056
26/10/2020,10,JWhite,0-388-25966-3,618,3741,4942
17/10/2020,8,WMcfarland,0-611-43654-X,173,1675,7550
24/06/2023,5,JPham,1-5213-2899-4,644,3378,2672
2/03/2020,7,THudson,1-70167-034-8,160,8745,3202
19/12/2021,10,MPatton,1-85863-666-3,750,9491,7458
8/03/2022,2,JCrosby,1-08-999614-4,870,2037,5306
30/08/2021,8,CCortez,1-78924-697-0,330,2503,1412
11/07/2023,5,MRasmussenDDS,0-85826-390-4,716,7692,6942
14/11/2022,9,JBarnett,1-4961-5786-9,582,5880,5434
14/07/2022,10,AMeza,1-878214-45-4,532,2003,5401
17/10/2021,5,LLopez,1-136-35040-3,409,5018,1617
23/04/2020,8,CLeonard,1-388-10570-5,804,6219,7400
1/04/2021,3,CHobbs,1-989173-22-5,299,8920,7458
10/12/2022,5,CJohnson,0-7718-1817-3,749,8798,7509
14/09/2021,9,GWeber,1-85166-869-1,429,4882,3127
7/11/2022,5,EHolland,1-274-99275-3,548,2493,4819
29/06/2021,8,MBrandonMartin,0-456-18707-3,460,5899,4737
29/06/2021,6,DMoore,1-78346-166-7,221,1144,1782
6/08/2020,1,JMyers,0-565-54677-5,177,4982,6758
14/09/2020,8,TChandler,1-4733-1726-6,865,6739,2839
26/10/2020,2,NRichardson,0-359-23096-2,864,6953,5721
14/05/2022,2,AGoodman,0-03-163489-3,484,5843,4091
31/10/2022,8,DSweeney,1-276-58844-5,903,3167,5390
26/12/2022,2,CHughes,0-9755121-5-3,105,9273,7599
6/05/2022,9,KWang,0-8469-1280-5,856,8912,7606
26/01/2021,3,RChandler,1-81958-340-6,657,8342,1639
18/12/2021,2,CWilliams,1-75912-707-8,312,6501,3016
12/05/2021,10,MHendricks,1-02-831052-8,397,8954,7660
